machine_type,number_of_sections,timestamp,symbol_table_pointer,number_of_symbols,option_header_size,characteristics,magic_number,linker_version,size_of_code,size_of_initialized_data,size_of_uninitialized_data,entry_point_address,base_of_code,image_base,section_alignment,file_alignment,os_version,image_version,subsystem_version,win32_version_value,size_of_image,size_of_headers,checksum,subsystem,dll_characteristics,size_of_stack_reserve,size_of_stack_commit,size_of_heap_reserve,size_of_heap_commit,loader_flags,number_of_rva_and_sizes
AMD64,5,2021-08-13 06:50:10 UTC,0x00000000,0,240,IMAGE_FILE_EXECUTABLE_IMAGE | IMAGE_FILE_LARGE_ADDRESS_AWARE,PE32+,14.28,108544,39424,0,0x00019eb0,0x00001000,0x140000000,4096,512,6.0,0.0,6.0,0,163840,1024,0,WindowsCUI,IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA | IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE | IMAGE_DLLCHARACTERISTICS_NX_COMPAT | IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE,1048576,4096,1048576,4096,0,16
